WigleWifi-1.4,appRelease=v1.2.0,model=ESP32 Marauder,release=v1.2.0,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
B0:FC:88:03:85:46,Frontier2768,[WPA2_PSK],2025-11-30 21:39:49,1,-69,34.0463028,-117.2025757,356.10,2.50,WIFI
CC:58:30:64:D4:D7,TMOBILE-D4D1,[WPA2_WPA3_PSK],2025-11-30 21:39:49,1,-71,34.0463028,-117.2025757,356.10,2.50,WIFI
A0:EE:EE:08:AD:D8,,[WPA_WPA2_PSK],2025-11-30 21:39:49,1,-76,34.0463028,-117.2025757,356.10,2.50,WIFI
9C:05:D6:62:FA:5A,ManagementVds,[WPA2_WPA3_PSK],2025-11-30 21:39:49,1,-82,34.0463028,-117.2025757,356.10,2.50,WIFI
F0:81:75:08:78:E6,MySpectrumWiFie0-2G,[WPA2_PSK],2025-11-30 21:39:49,1,-83,34.0463028,-117.2025757,356.10,2.50,WIFI
80:CC:9C:7B:29:1B,MoeFryAsh,[WPA2_PSK],2025-11-30 21:39:49,1,-84,34.0463028,-117.2025757,356.10,2.50,WIFI
FC:B2:D6:C9:2B:B4,,[WPA_WPA2_PSK],2025-11-30 21:39:49,1,-84,34.0463028,-117.2025757,356.10,2.50,WIFI
00:18:05:10:58:EA,,[WPA2_PSK],2025-11-30 21:39:49,1,-84,34.0463028,-117.2025757,356.10,2.50,WIFI
AC:B6:87:AC:F9:67,Verizon_7KZ9RP,[WPA2_PSK],2025-11-30 21:39:49,1,-89,34.0463028,-117.2025757,356.10,2.50,WIFI
54:04:63:C8:A4:F9,,[WPA_WPA2_PSK],2025-11-30 21:39:49,1,-91,34.0463028,-117.2025757,356.10,2.50,WIFI
00:18:05:10:59:40,,[WPA2_PSK],2025-11-30 21:39:50,2,-86,34.0463028,-117.2025757,356.10,2.50,WIFI
92:C9:E3:CB:71:4F,DrMRedlandsBest,[WPA2_WPA3_PSK],2025-11-30 21:39:51,3,-84,34.0463028,-117.2025681,356.00,2.50,WIFI
C0:C9:E3:CB:71:4C,M3_OfficeLink,[WPA2_WPA3_PSK],2025-11-30 21:39:51,3,-85,34.0463028,-117.2025681,356.00,2.50,WIFI
F4:52:46:BD:3A:AA,Pikachu,[WPA2_PSK],2025-11-30 21:39:54,6,-68,34.0463066,-117.2025681,355.80,2.50,WIFI
24:41:FE:48:01:22,Verizon_6KNG9L,[WPA2_PSK],2025-11-30 21:39:54,6,-75,34.0463066,-117.2025681,355.80,2.50,WIFI
FC:12:63:82:4E:A1,SpectrumSetup-A3,[WPA2_PSK],2025-11-30 21:39:54,6,-77,34.0463066,-117.2025681,355.80,2.50,WIFI
A0:8A:06:51:1A:8D,Spec3,[WPA2_PSK],2025-11-30 21:39:54,6,-80,34.0463066,-117.2025681,355.80,2.50,WIFI
74:37:5F:55:FA:13,ierr2006,[WPA2_PSK],2025-11-30 21:39:54,6,-81,34.0463066,-117.2025681,355.80,2.50,WIFI
AC:91:9B:B8:E2:48,Verizon_K4L9KV,[WPA2_PSK],2025-11-30 21:39:54,6,-82,34.0463066,-117.2025681,355.80,2.50,WIFI
08:B4:B1:E8:C4:5C,Drug Addicts Only,[WPA2_PSK],2025-11-30 21:39:54,6,-83,34.0463066,-117.2025681,355.80,2.50,WIFI
84:1E:A3:D5:C9:1E,wineforpw,[WPA2_PSK],2025-11-30 21:39:54,6,-85,34.0463066,-117.2025681,355.80,2.50,WIFI
14:7D:05:94:72:BF,TINOCO5G,[WPA2_PSK],2025-11-30 21:39:54,6,-89,34.0463066,-117.2025681,355.80,2.50,WIFI
A8:3A:79:F5:89:A5,CK_STORE,[WPA2],2025-11-30 21:39:59,11,-60,34.0463104,-117.2025681,355.90,2.50,WIFI
A8:3A:79:F5:89:A1,CK_IOT,[WPA2_PSK],2025-11-30 21:39:59,11,-61,34.0463104,-117.2025681,355.90,2.50,WIFI
A8:3A:79:F5:89:A4,CK_MGR,[WPA2_PSK],2025-11-30 21:39:59,11,-61,34.0463104,-117.2025681,355.90,2.50,WIFI
A8:3A:79:F5:89:A3,CK_STAGE,[WPA2_PSK],2025-11-30 21:39:59,11,-62,34.0463104,-117.2025681,355.90,2.50,WIFI
A8:3A:79:F5:89:A2,CK_BYOD,[WPA2_PSK],2025-11-30 21:39:59,11,-63,34.0463104,-117.2025681,355.90,2.50,WIFI
94:83:C4:0B:C3:A8,crkems750,[WPA_PSK],2025-11-30 21:39:59,11,-74,34.0463104,-117.2025681,355.90,2.50,WIFI
34:53:D2:CC:E6:1F,SpectrumSetup-19,[WPA2_PSK],2025-11-30 21:39:59,11,-83,34.0463104,-117.2025681,355.90,2.50,WIFI
88:67:46:99:C4:46,Sanchez Residency,[WPA2_PSK],2025-11-30 21:39:59,11,-84,34.0463104,-117.2025681,355.90,2.50,WIFI
D0:6D:C9:2D:C7:86,Fruit Farm,[WPA2_PSK],2025-11-30 21:40:2,1,-86,34.0463142,-117.2025681,356.00,2.00,WIFI
FA:8F:CA:6E:4F:61,Polk MagniFi Max-1769.d,[OPEN],2025-11-30 21:40:2,1,-86,34.0463142,-117.2025681,356.00,2.00,WIFI
2E:D7:5B:AC:AF:BC,Anthonie Smells like WiFi,[WPA2_PSK],2025-11-30 21:40:2,1,-90,34.0463142,-117.2025681,356.00,2.00,WIFI
C8:D3:FF:86:53:A6,DIRECT-A5-HP OfficeJet Pro 8710,[WPA2_PSK],2025-11-30 21:40:8,6,-85,34.0463219,-117.2025604,356.30,2.00,WIFI
22:48:6C:4D:BE:43,,[WPA2_PSK],2025-11-30 21:40:8,6,-86,34.0463219,-117.2025604,356.30,2.00,WIFI
94:18:65:DD:13:87,WorkLarry,[WPA2_PSK],2025-11-30 21:40:12,10,-79,34.0463219,-117.2025604,356.50,2.00,WIFI
F0:7B:65:3C:22:AA,SpectrumSetup-22A4,[WPA2_PSK],2025-11-30 21:40:13,11,-75,34.0463219,-117.2025604,356.50,2.00,WIFI
88:67:46:64:0E:E3,,[WPA3_PSK],2025-11-30 21:40:13,11,-80,34.0463219,-117.2025604,356.50,2.00,WIFI
88:67:46:64:0E:E9,,[OPEN],2025-11-30 21:40:13,11,-80,34.0463219,-117.2025604,356.50,2.00,WIFI
88:67:46:64:0E:E6,Frontier16,[WPA2_PSK],2025-11-30 21:40:13,11,-81,34.0463219,-117.2025604,356.50,2.00,WIFI
24:F3:E3:2B:07:C6,Tomorrowland,[WPA2_WPA3_PSK],2025-11-30 21:40:22,6,-86,34.0463219,-117.2025528,357.00,1.50,WIFI
90:D3:CF:6E:ED:5B,GirlypopsNetwork,[WPA2_PSK],2025-11-30 21:40:27,11,-79,34.0463142,-117.2025528,357.30,1.50,WIFI
60:F4:19:8B:6B:23,,[WPA3_PSK],2025-11-30 21:40:27,11,-81,34.0463142,-117.2025528,357.30,1.50,WIFI
60:F4:19:8B:6B:29,,[OPEN],2025-11-30 21:40:27,11,-81,34.0463142,-117.2025528,357.30,1.50,WIFI
38:88:71:4B:35:C3,Verizon_XB7M73,[WPA2_PSK],2025-11-30 21:40:27,11,-84,34.0463142,-117.2025528,357.30,1.50,WIFI
FC:3D:73:27:D3:83,,[WPA3_PSK],2025-11-30 21:40:27,11,-85,34.0463142,-117.2025528,357.30,1.50,WIFI
FC:3D:73:27:D3:89,,[OPEN],2025-11-30 21:40:27,11,-87,34.0463142,-117.2025528,357.30,1.50,WIFI
34:53:D2:B6:95:0E,SpectrumSetup-08,[WPA2_PSK],2025-11-30 21:40:30,1,-79,34.0463142,-117.2025528,357.40,1.50,WIFI
24:F3:E3:2B:07:C3,,[WPA3_PSK],2025-11-30 21:40:36,6,-85,34.0463142,-117.2025452,357.60,1.50,WIFI
FC:3D:73:27:D3:86,Tell Your Wifi My Nuts Miss Her,[WPA2_PSK],2025-11-30 21:40:41,11,-86,34.0463142,-117.2025452,357.90,1.50,WIFI
5C:FA:25:E7:A9:BC,SpectrumSetup-B6,[WPA2_PSK],2025-11-30 21:40:44,1,-88,34.0463142,-117.2025452,358.10,1.50,WIFI
8C:85:80:BB:D5:92,,[WPA_WPA2_PSK],2025-11-30 21:40:44,1,-94,34.0463142,-117.2025452,358.10,1.50,WIFI
F8:AA:3F:EB:53:1F,SpectrumSetup-1D,[WPA2_PSK],2025-11-30 21:40:50,6,-83,34.0463142,-117.2025375,358.30,1.50,WIFI
34:60:F9:5F:7E:1B,HandB,[WPA2_PSK],2025-11-30 21:40:52,8,-90,34.0463104,-117.2025375,358.30,1.50,WIFI
FC:12:63:B7:33:03,Lakers Nation,[WPA2_PSK],2025-11-30 21:40:58,1,-88,34.0463104,-117.2025375,358.60,1.50,WIFI
96:D8:1B:79:8D:8D,,[WPA2_PSK],2025-11-30 21:41:0,2,-89,34.0463104,-117.2025375,358.80,1.50,WIFI
24:F3:E3:2B:07:CF,Adventureland,[WPA2_WPA3_PSK],2025-11-30 21:41:4,6,-82,34.0463142,-117.2025375,359.00,1.50,WIFI
18:A5:FF:7D:5E:7A,CASA-CNAVARROS,[WPA2_WPA3_PSK],2025-11-30 21:41:17,5,-87,34.0463219,-117.2025299,359.30,1.50,WIFI
3C:F0:83:E0:07:6C,CASA-CNAVARROS,[WPA2_WPA3_PSK],2025-11-30 21:41:20,8,-87,34.0463219,-117.2025299,359.50,1.25,WIFI
C0:89:AB:4C:93:98,Frontier4992,[WPA2_PSK],2025-11-30 21:41:23,11,-80,34.0463219,-117.2025299,359.60,1.25,WIFI
2C:EA:DC:00:EE:AC,SpectrumSetup-AE,[WPA2_PSK],2025-11-30 21:41:26,1,-86,34.0463219,-117.2025299,359.80,1.25,WIFI
F0:7B:65:E1:8B:11,Misha,[WPA2_PSK],2025-11-30 21:41:32,6,-92,34.0463219,-117.2025223,360.00,1.25,WIFI
74:37:5F:4F:EC:A7,Sexfya,[WPA2_PSK],2025-11-30 21:41:40,1,-87,34.0463219,-117.2025223,360.30,1.25,WIFI
C0:6F:98:6E:52:86,familyof8,[WPA2_PSK],2025-11-30 21:41:46,6,-84,34.0463219,-117.2025223,360.40,1.25,WIFI
3C:52:82:20:57:50,DIRECT-4F-HP ENVY 7640 series,[WPA2_PSK],2025-11-30 21:41:59,5,-89,34.0463219,-117.2025223,360.50,1.25,WIFI
BA:2C:A0:65:04:8B,NewThermostat_65048B,[OPEN],2025-11-30 21:42:0,6,-89,34.0463219,-117.2025223,360.40,1.25,WIFI
22:AD:56:3B:28:52,Hotspot2852,[WPA_WPA2_PSK],2025-11-30 21:42:28,6,-83,34.0463219,-117.2025146,360.50,1.25,WIFI
A0:89:66:E1:74:AC,,[WPA_WPA2_PSK],2025-11-30 21:42:36,1,-88,34.0463219,-117.2025146,360.40,1.25,WIFI
C0:6F:98:6E:52:89,,[OPEN],2025-11-30 21:42:42,6,-81,34.0463219,-117.2025146,360.40,1.25,WIFI
C0:6F:98:6E:52:83,,[WPA3_PSK],2025-11-30 21:42:56,6,-82,34.0463219,-117.2025146,360.30,1.25,WIFI
58:9B:4A:A0:E3:06,SpectrumSetup-E302,[WPA2_PSK],2025-11-30 21:43:24,6,-84,34.0463219,-117.2025146,360.00,1.25,WIFI
24:F3:E3:2B:07:C9,,[OPEN],2025-11-30 21:43:24,6,-85,34.0463219,-117.2025146,360.00,1.25,WIFI
BC:82:5D:B7:75:AD,vickis wifi,[WPA2_PSK],2025-11-30 21:43:43,11,-84,34.0463219,-117.2025146,360.00,1.25,WIFI
74:37:5F:DA:99:47,SpectrumSetup-45,[WPA2_PSK],2025-11-30 21:43:45,1,-84,34.0463219,-117.2025146,360.00,1.25,WIFI
C4:A8:16:B8:A4:43,,[WPA3_PSK],2025-11-30 21:43:52,6,-74,34.0463753,-117.2024155,359.60,1.25,WIFI
80:78:71:3F:D9:85,SpectrumSetup-87,[WPA2_PSK],2025-11-30 21:43:52,6,-86,34.0463753,-117.2024155,359.60,1.25,WIFI
84:A0:6E:CB:0A:E6,MySpectrumWiFie0-2G,[WPA2_PSK],2025-11-30 21:44:1,1,-85,34.0464783,-117.2023926,359.30,1.25,WIFI
10:0C:6B:32:3D:8C,,[WPA2_PSK],2025-11-30 21:44:9,9,-83,34.0464859,-117.2023849,359.40,1.25,WIFI
16:0C:6B:32:3D:8C,RPNet,[WPA2_PSK],2025-11-30 21:44:9,9,-84,34.0464859,-117.2023849,359.40,1.25,WIFI
1E:0C:6B:32:3D:8C,Irie-IoT,[WPA2_PSK],2025-11-30 21:44:9,9,-86,34.0464859,-117.2023849,359.40,1.25,WIFI
1E:0C:6B:2A:DE:6C,Irie-IoT,[WPA2_PSK],2025-11-30 21:44:9,9,-90,34.0464859,-117.2023849,359.40,1.25,WIFI
60:F4:19:8B:6B:26,Logan Wifi,[WPA2_PSK],2025-11-30 21:44:11,11,-82,34.0464859,-117.2023849,359.40,1.25,WIFI
90:D3:CF:C7:3D:92,Legato,[WPA2_PSK],2025-11-30 21:44:11,11,-87,34.0464859,-117.2023849,359.40,1.25,WIFI
4C:19:5D:60:75:09,COPFAMILY,[WPA2_PSK],2025-11-30 21:44:11,11,-88,34.0464859,-117.2023849,359.40,1.25,WIFI
6C:CD:D6:DB:80:FC,NETGEAR49,[WPA2_PSK],2025-11-30 21:44:15,1,-88,34.0465088,-117.2023849,359.30,1.25,WIFI
B0:A7:B9:4A:14:FC,Ziprick,[WPA_WPA2_PSK],2025-11-30 21:44:17,3,-87,34.0465622,-117.2023315,359.50,1.25,WIFI
B6:A7:B9:4A:14:FD,Ziprick Guest,[WPA_WPA2_PSK],2025-11-30 21:44:17,3,-90,34.0465622,-117.2023315,359.50,1.25,WIFI
44:A5:6E:7C:C2:EB,ZEPHANEEZIE,[WPA2_PSK],2025-11-30 21:44:17,3,-91,34.0465622,-117.2023315,359.50,1.25,WIFI
44:AC:85:6E:45:C6,Normanrose,[WPA2_PSK],2025-11-30 21:44:20,6,-79,34.0466347,-117.2020721,359.80,1.25,WIFI
44:AC:85:6E:45:C9,,[OPEN],2025-11-30 21:44:20,6,-80,34.0466347,-117.2020721,359.80,1.25,WIFI
F0:9F:C2:CC:90:F6,ManagementVds,[WPA2_WPA3_PSK],2025-11-30 21:44:20,6,-82,34.0466347,-117.2020721,359.80,1.25,WIFI
0A:67:BE:1E:F7:CC,,[WPA2_PSK],2025-11-30 21:44:20,6,-83,34.0466347,-117.2020721,359.80,1.25,WIFI
54:B7:BD:B8:7A:FF,Verizon_B3N96G,[WPA2_PSK],2025-11-30 21:44:20,6,-91,34.0466347,-117.2020721,359.80,1.25,WIFI
32:F7:72:57:08:57,DIRECT-XT-BRAVIA,[WPA2_PSK],2025-11-30 21:44:25,11,-77,34.0468292,-117.2013168,359.70,1.25,WIFI
2C:67:BE:0A:1B:ED,SpectrumSetup-1BE9,[WPA2_PSK],2025-11-30 21:44:25,11,-78,34.0468292,-117.2013168,359.70,1.25,WIFI
18:A9:ED:FC:48:43,,[WPA3_PSK],2025-11-30 21:44:25,11,-80,34.0468292,-117.2013168,359.70,1.25,WIFI
0E:96:E6:BD:91:C7,DIRECT-c7-HP M148f LaserJet,[WPA2_PSK],2025-11-30 21:44:25,11,-83,34.0468292,-117.2013168,359.70,1.25,WIFI
A0:55:1F:19:A6:8C,SpectrumSetup-A686,[WPA2_PSK],2025-11-30 21:44:28,1,-74,34.0469933,-117.2008438,359.30,1.25,WIFI
98:1E:19:29:93:7E,MySpectrumWiFi78-2G,[WPA2_PSK],2025-11-30 21:44:28,1,-86,34.0469933,-117.2008438,359.30,1.25,WIFI
CE:22:26:E0:32:38,Hotspot,[WPA2_PSK],2025-11-30 21:44:28,1,-86,34.0469933,-117.2008438,359.30,1.25,WIFI
A0:8A:06:AA:BF:D0,SpectrumSetup-A8,[WPA2_PSK],2025-11-30 21:44:28,1,-88,34.0469933,-117.2008438,359.30,1.25,WIFI
A0:EE:EE:D8:5D:F8,,[WPA_WPA2_PSK],2025-11-30 21:44:28,1,-89,34.0469933,-117.2008438,359.30,1.25,WIFI
06:5F:67:8D:F7:5E,,[WPA2_PSK],2025-11-30 21:44:33,5,-81,34.0473557,-117.2000656,358.40,1.25,WIFI
D0:68:27:FD:B9:C9,,[OPEN],2025-11-30 21:44:34,6,-71,34.0474358,-117.1999130,358.50,1.25,WIFI
94:CD:FD:47:61:C6,EMZ,[WPA2_PSK],2025-11-30 21:44:34,6,-71,34.0474358,-117.1999130,358.50,1.25,WIFI
D0:68:27:FD:B9:C3,,[WPA3_PSK],2025-11-30 21:44:34,6,-72,34.0474358,-117.1999130,358.50,1.25,WIFI
4C:22:F3:37:C1:FF,Verizon_S6PV6L,[WPA2_PSK],2025-11-30 21:44:34,6,-72,34.0474358,-117.1999130,358.50,1.25,WIFI
D0:68:27:DF:41:09,,[OPEN],2025-11-30 21:44:34,6,-73,34.0474358,-117.1999130,358.50,1.25,WIFI
D8:8E:D4:04:C0:E3,,[WPA3_PSK],2025-11-30 21:44:34,6,-73,34.0474358,-117.1999130,358.50,1.25,WIFI
D8:8E:D4:04:C0:E9,,[OPEN],2025-11-30 21:44:34,6,-73,34.0474358,-117.1999130,358.50,1.25,WIFI
D8:8E:D4:04:C0:E6,Frontier ,[WPA2_PSK],2025-11-30 21:44:34,6,-73,34.0474358,-117.1999130,358.50,1.25,WIFI
F4:52:46:BD:F3:A5,Hashslingingslasher,[WPA2_PSK],2025-11-30 21:44:34,6,-74,34.0474358,-117.1999130,358.50,1.25,WIFI
D0:68:27:F8:A9:89,,[OPEN],2025-11-30 21:44:34,6,-76,34.0474358,-117.1999130,358.50,1.25,WIFI
D0:68:27:FD:B9:C6,Burgers,[WPA2_PSK],2025-11-30 21:44:34,6,-76,34.0474358,-117.1999130,358.50,1.25,WIFI
D0:68:27:DF:41:06,Burgers,[WPA2_PSK],2025-11-30 21:44:34,6,-80,34.0474358,-117.1999130,358.50,1.25,WIFI
20:3A:0C:D9:1D:06,racehorse51,[WPA2_PSK],2025-11-30 21:44:34,6,-82,34.0474358,-117.1999130,358.50,1.25,WIFI
26:6A:0E:EE:E6:06,HP=Setup<06_Envy 6500e series,[OPEN],2025-11-30 21:44:34,6,-82,34.0474358,-117.1999130,358.50,1.25,WIFI
AC:E2:D3:E2:AF:76,DIRECT-75-HP OfficeJet Pro 6960,[WPA2_PSK],2025-11-30 21:44:34,6,-84,34.0474358,-117.1999130,358.50,1.25,WIFI
20:3A:0C:D9:1D:09,,[OPEN],2025-11-30 21:44:34,6,-87,34.0474358,-117.1999130,358.50,1.25,WIFI
7E:2E:BD:89:0B:18,leoffice-guest,[WPA2_PSK],2025-11-30 21:44:34,6,-87,34.0474358,-117.1999130,358.50,1.25,WIFI
74:37:5F:26:BF:83,SpectrumSetup-81,[WPA2_PSK],2025-11-30 21:44:34,6,-87,34.0474358,-117.1999130,358.50,1.25,WIFI
C8:7F:54:12:98:00,DeepDark,[WPA2_PSK],2025-11-30 21:44:39,10,-81,34.0478401,-117.1991730,359.00,1.25,WIFI
90:CD:B6:A1:22:2D,WIFIA12229,[WPA2_PSK],2025-11-30 21:44:40,11,-70,34.0479164,-117.1990356,359.30,1.25,WIFI
AC:B6:87:32:80:DB,Verizon_647KQZ,[WPA2_PSK],2025-11-30 21:44:40,11,-74,34.0479164,-117.1990356,359.30,1.25,WIFI
A0:55:1F:1E:83:8D,SpectrumSetup-8387,[WPA2_PSK],2025-11-30 21:44:40,11,-76,34.0479164,-117.1990356,359.30,1.25,WIFI
20:3A:0C:2D:E1:83,,[WPA3_PSK],2025-11-30 21:44:40,11,-77,34.0479164,-117.1990356,359.30,1.25,WIFI
A0:8E:24:7D:72:A5,Wilson Clinic,[WPA2_PSK],2025-11-30 21:44:40,11,-78,34.0479164,-117.1990356,359.30,1.25,WIFI
20:3A:0C:2D:E1:89,,[OPEN],2025-11-30 21:44:40,11,-78,34.0479164,-117.1990356,359.30,1.25,WIFI
20:3A:0C:2D:E1:86,Rambo13,[WPA2_PSK],2025-11-30 21:44:40,11,-78,34.0479164,-117.1990356,359.30,1.25,WIFI
64:DA:ED:0C:A5:C7,,[OPEN],2025-11-30 21:44:40,11,-81,34.0479164,-117.1990356,359.30,1.25,WIFI
64:DA:ED:0C:A5:C5,Wilson Clinic,[WPA2_PSK],2025-11-30 21:44:40,11,-82,34.0479164,-117.1990356,359.30,1.25,WIFI
00:1C:C2:A1:27:94,A9047L-8K-95,[OPEN],2025-11-30 21:44:40,11,-84,34.0479164,-117.1990356,359.30,1.25,WIFI
34:DB:9C:6C:3F:FE,MySpectrumWiFif8-2G,[WPA2_PSK],2025-11-30 21:44:40,11,-85,34.0479164,-117.1990356,359.30,1.25,WIFI
C8:B4:22:FB:EE:49,SpectrumSetup-4B,[WPA2_PSK],2025-11-30 21:44:40,11,-86,34.0479164,-117.1990356,359.30,1.25,WIFI
12:7B:65:CC:0B:8E,,[WPA2_PSK],2025-11-30 21:44:40,11,-89,34.0479164,-117.1990356,359.30,1.25,WIFI
44:D4:53:81:E1:DE,SpectrumSetup-D8,[WPA2_PSK],2025-11-30 21:44:40,11,-89,34.0479164,-117.1990356,359.30,1.25,WIFI
