WigleWifi-1.4,appRelease=v1.2.0,model=ESP32 Marauder,release=v1.2.0,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1E:67:BE:09:97:E8,,[WPA2_PSK],2025-3-27 22:37:14,1,-79,34.0443611,-117.2011337,367.50,2.25,WIFI
1E:67:BE:09:97:E9,,[WPA2_PSK],2025-3-27 22:37:14,1,-80,34.0443611,-117.2011337,367.50,2.25,WIFI
2C:67:BE:09:97:EF,SpectrumSetup-97EB,[WPA2_PSK],2025-3-27 22:37:14,1,-81,34.0443611,-117.2011337,367.50,2.25,WIFI
90:CA:FA:9B:5C:CF,The Force,[WPA2_PSK],2025-3-27 22:37:14,1,-81,34.0443611,-117.2011337,367.50,2.25,WIFI
8A:0C:7A:D4:2C:F8,,[WPA2_PSK],2025-3-27 22:37:14,1,-83,34.0443611,-117.2011337,367.50,2.25,WIFI
AA:0C:7A:D4:2C:F8,,[WPA2_PSK],2025-3-27 22:37:14,1,-83,34.0443611,-117.2011337,367.50,2.25,WIFI
F4:52:46:1D:8C:B9,SpectrumSetup-BB,[WPA2_PSK],2025-3-27 22:37:14,1,-83,34.0443611,-117.2011337,367.50,2.25,WIFI
8A:0C:7A:D4:3E:98,,[WPA2_PSK],2025-3-27 22:37:14,1,-84,34.0443611,-117.2011337,367.50,2.25,WIFI
AA:0C:7A:D4:3E:98,,[WPA2_PSK],2025-3-27 22:37:14,1,-84,34.0443611,-117.2011337,367.50,2.25,WIFI
9A:0C:7A:D4:3E:98,SpectrumSetup-97EB,[WPA2_PSK],2025-3-27 22:37:14,1,-84,34.0443611,-117.2011337,367.50,2.25,WIFI
04:B6:BE:86:B3:34,,[WPA_WPA2_PSK],2025-3-27 22:37:14,1,-92,34.0443611,-117.2011337,367.50,2.25,WIFI
FC:34:97:05:D4:D0,Belle-2G,[WPA2_PSK],2025-3-27 22:37:15,2,-79,34.0443611,-117.2011337,367.50,2.00,WIFI
FC:34:97:05:D4:D1,BeOurGuest,[WPA2_WPA3_PSK],2025-3-27 22:37:15,2,-79,34.0443611,-117.2011337,367.50,2.00,WIFI
00:22:6C:A7:D6:9C,,[OPEN],2025-3-27 22:37:15,2,-94,34.0443611,-117.2011337,367.50,2.00,WIFI
10:DA:43:99:AA:F6,NETGEAR29,[WPA2_PSK],2025-3-27 22:37:16,3,-81,34.0443611,-117.2011337,367.50,2.00,WIFI
54:04:63:FB:12:D8,,[WPA_WPA2_PSK],2025-3-27 22:37:16,3,-87,34.0443611,-117.2011337,367.50,2.00,WIFI
60:32:B1:31:F2:2A,DECO,[WPA2_PSK],2025-3-27 22:37:16,3,-88,34.0443611,-117.2011337,367.50,2.00,WIFI
66:32:B1:31:E8:12,,[WPA2_PSK],2025-3-27 22:37:16,3,-89,34.0443611,-117.2011337,367.50,2.00,WIFI
56:13:79:C7:1D:8E,DIRECT-8e-HP M281 LaserJet,[WPA2_PSK],2025-3-27 22:37:19,6,-67,34.0443611,-117.2011337,367.30,2.00,WIFI
90:CA:FA:9B:5D:1A,The Force,[WPA2_PSK],2025-3-27 22:37:19,6,-67,34.0443611,-117.2011337,367.30,2.00,WIFI
90:CA:FA:9B:59:3C,The Force,[WPA2_PSK],2025-3-27 22:37:19,6,-71,34.0443611,-117.2011337,367.30,2.00,WIFI
D4:3F:32:6C:47:C9,,[OPEN],2025-3-27 22:37:19,6,-76,34.0443611,-117.2011337,367.30,2.00,WIFI
D4:3F:32:6C:47:C3,,[WPA3_PSK],2025-3-27 22:37:19,6,-77,34.0443611,-117.2011337,367.30,2.00,WIFI
