WigleWifi-1.4,appRelease=v1.2.0,model=ESP32 Marauder,release=v1.2.0,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
90:CA:FA:9B:59:3C,The Force,[WPA2_PSK],2025-12-16 15:4:49,6,-87,34.0444145,-117.2011795,377.80,2.75,WIFI
A4:11:62:72:9A:12,ARLO_VMB_4422026869,[WPA2_PSK],2025-12-16 15:4:49,6,-91,34.0444145,-117.2011795,377.80,2.75,WIFI
98:ED:5C:83:A7:13,TeslaPV_83A713,[WPA2_PSK],2025-12-16 15:5:0,3,-84,34.0444145,-117.2011795,377.10,2.75,WIFI
90:CA:FA:9B:5D:1A,The Force,[WPA2_PSK],2025-12-16 15:5:3,6,-91,34.0444145,-117.2011795,376.90,2.75,WIFI
90:CA:FA:9B:5C:CF,The Force,[WPA2_PSK],2025-12-16 15:5:22,11,-89,34.0444107,-117.2011795,375.60,2.75,WIFI
F4:52:46:1D:8C:B9,Gaston,[WPA2_PSK],2025-12-16 15:5:25,1,-95,34.0444107,-117.2011795,375.50,2.75,WIFI
D4:3F:32:6C:47:C6,durian,[WPA2_PSK],2025-12-16 15:5:31,6,-88,34.0444107,-117.2011795,375.10,2.50,WIFI
80:78:71:80:F3:1F,SpectrumSetup-21,[WPA2_PSK],2025-12-16 15:6:13,6,-91,34.0443687,-117.2013016,373.00,2.50,WIFI
9A:0C:7A:D4:2C:F8,SpectrumSetup-97EB,[WPA2_PSK],2025-12-16 15:6:18,11,-95,34.0444031,-117.2013092,372.60,2.50,WIFI
D6:47:CC:7F:68:AE,SpectrumSetup-21,[WPA2_PSK],2025-12-16 15:6:18,11,-95,34.0444031,-117.2013092,372.60,2.50,WIFI
74:AC:B9:BD:CB:D1,BT_Magnolia,[WPA2_PSK],2025-12-16 15:6:27,6,-93,34.0447845,-117.2016678,370.40,2.50,WIFI
FC:34:97:05:D4:D0,Belle-2G,[WPA2_PSK],2025-12-16 15:6:30,9,-90,34.0449104,-117.2017593,369.60,2.50,WIFI
FC:34:97:05:D4:D1,BeOurGuest,[WPA2_WPA3_PSK],2025-12-16 15:6:30,9,-91,34.0449104,-117.2017593,369.60,2.50,WIFI
A0:04:60:CE:27:A6,NETGEAR76,[WPA2_PSK],2025-12-16 15:6:49,1,-86,34.0452576,-117.2009430,367.40,2.50,WIFI
9C:C8:FC:01:AE:48,Roberts,[WPA2_PSK],2025-12-16 15:6:49,1,-89,34.0452576,-117.2009430,367.40,2.50,WIFI
58:2F:F7:75:40:C6,SpectrumSetup-C0,[WPA2_PSK],2025-12-16 15:6:55,6,-87,34.0447884,-117.2005768,367.90,2.50,WIFI
18:A9:ED:55:E5:89,,[OPEN],2025-12-16 15:7:9,6,-80,34.0435867,-117.1996231,371.70,2.50,WIFI
18:A9:ED:55:E5:83,,[WPA3_PSK],2025-12-16 15:7:9,6,-81,34.0435867,-117.1996231,371.70,2.50,WIFI
2C:67:BE:5A:C0:20,SpectrumSetup-52F8,[WPA2_PSK],2025-12-16 15:7:9,6,-94,34.0435867,-117.1996231,371.70,2.50,WIFI
98:F7:81:E8:DA:18,Frontier5104,[WPA2_PSK],2025-12-16 15:7:15,11,-94,34.0434341,-117.1995010,372.60,2.50,WIFI
94:F7:17:7D:71:18,,[WPA_WPA2_PSK],2025-12-16 15:7:18,1,-89,34.0433121,-117.1994019,372.10,2.50,WIFI
A0:8A:06:FF:4E:51,SpectrumSetup-4E54,[WPA2_PSK],2025-12-16 15:7:24,6,-87,34.0429230,-117.1990891,372.80,2.50,WIFI
10:C3:7B:D3:2F:10,ASUS_24GHz,[WPA2_PSK],2025-12-16 15:7:24,6,-96,34.0429230,-117.1990891,372.80,2.50,WIFI
24:F3:E3:60:1B:09,,[OPEN],2025-12-16 15:7:29,11,-85,34.0424843,-117.1987457,374.10,2.50,WIFI
