WigleWifi-1.4,appRelease=v1.2.0,model=ESP32 Marauder,release=v1.2.0,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
54:04:63:FB:12:D8,,[WPA_WPA2_PSK],2025-12-4 14:57:25,1,-63,34.0446243,-117.2015457,367.10,2.50,WIFI
CC:40:D0:A2:8E:62,NETGEAR91,[WPA2_PSK],2025-12-4 14:57:25,1,-66,34.0446243,-117.2015457,367.10,2.50,WIFI
A0:04:60:CE:27:AC,NETGEAR49,[WPA2_PSK],2025-12-4 14:57:25,1,-84,34.0446243,-117.2015457,367.10,2.50,WIFI
FC:34:97:05:D4:D0,Belle-2G,[WPA2_PSK],2025-12-4 14:57:27,3,-75,34.0447159,-117.2016144,367.20,2.50,WIFI
FC:34:97:05:D4:D1,BeOurGuest,[WPA2_WPA3_PSK],2025-12-4 14:57:27,3,-76,34.0447159,-117.2016144,367.20,2.50,WIFI
9C:0B:05:C3:67:C4,,[WPA3_PSK],2025-12-4 14:57:30,6,-66,34.0448494,-117.2017288,367.60,2.50,WIFI
9C:0B:05:C3:67:CA,,[OPEN],2025-12-4 14:57:30,6,-66,34.0448494,-117.2017288,367.60,2.50,WIFI
9C:0B:05:C3:67:C7,GeorgeYaz,[WPA2_PSK],2025-12-4 14:57:30,6,-66,34.0448494,-117.2017288,367.60,2.50,WIFI
7E:AC:B9:BD:D4:B8,iPhoneSetup,[WPA2_PSK],2025-12-4 14:57:30,6,-81,34.0448494,-117.2017288,367.60,2.50,WIFI
82:AC:B9:BD:D4:B8,,[WPA2_PSK],2025-12-4 14:57:30,6,-81,34.0448494,-117.2017288,367.60,2.50,WIFI
74:AC:B9:BD:CB:D1,BT_Magnolia,[WPA2_PSK],2025-12-4 14:57:30,6,-81,34.0448494,-117.2017288,367.60,2.50,WIFI
44:EA:D8:1E:24:B8,ChimePro-1E24B7,[OPEN],2025-12-4 14:57:30,6,-92,34.0448494,-117.2017288,367.60,2.50,WIFI
82:6C:6C:2A:D7:70,Lan Solo,[WPA2_PSK],2025-12-4 14:57:35,11,-7,34.0450096,-117.2017746,367.70,2.25,WIFI
82:6C:6C:6A:D7:70,,[WPA2_PSK],2025-12-4 14:57:35,11,-7,34.0450096,-117.2017746,367.70,2.25,WIFI
82:6C:6C:4A:D7:70,,[WPA2_PSK],2025-12-4 14:57:35,11,-7,34.0450096,-117.2017746,367.70,2.25,WIFI
9A:0C:7A:D4:2C:F8,SpectrumSetup-97EB,[WPA2_PSK],2025-12-4 14:57:35,11,-75,34.0450096,-117.2017746,367.70,2.25,WIFI
