WigleWifi-1.4,appRelease=v1.2.0,model=ESP32 Marauder,release=v1.2.0,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
4C:AB:F8:53:CF:15,SpectrumSetup-17,[WPA2_PSK],2026-9-15 0:37:59,1,-70,34.0790672,-117.1948776,362.20,2.50,WIFI
50:2F:54:2E:49:1C,,[WPA_WPA2_PSK],2026-9-15 0:38:1,3,-83,34.0790672,-117.1948776,362.40,2.50,WIFI
98:25:4A:21:2D:1D,JeFF,[WPA2_PSK],2026-9-15 0:38:8,10,-85,34.0790710,-117.1948853,362.90,2.50,WIFI
A2:25:4A:21:2D:1D,,[WPA2_PSK],2026-9-15 0:38:8,10,-85,34.0790710,-117.1948853,362.90,2.50,WIFI
9E:25:4A:21:2D:1D,JeFF_Guest,[WPA2_PSK],2026-9-15 0:38:8,10,-86,34.0790710,-117.1948853,362.90,2.50,WIFI
4E:22:54:36:4A:CD,JeFF_Guest,[WPA2_PSK],2026-9-15 0:38:8,10,-90,34.0790710,-117.1948853,362.90,2.50,WIFI
52:22:54:36:4A:CD,,[WPA2_PSK],2026-9-15 0:38:8,10,-91,34.0790710,-117.1948853,362.90,2.50,WIFI
48:22:54:36:4A:EB,JeFF,[WPA2_PSK],2026-9-15 0:38:8,10,-91,34.0790710,-117.1948853,362.90,2.50,WIFI
4E:22:54:36:4A:EB,JeFF_Guest,[WPA2_PSK],2026-9-15 0:38:8,10,-95,34.0790710,-117.1948853,362.90,2.50,WIFI
80:AF:9F:9F:C7:C9,,[OPEN],2026-9-15 0:38:9,11,-64,34.0790710,-117.1948853,362.90,2.50,WIFI
80:AF:9F:9F:C7:C3,,[WPA3_PSK],2026-9-15 0:38:9,11,-66,34.0790710,-117.1948853,362.90,2.50,WIFI
80:AF:9F:9F:C7:C6,Tatooine,[WPA2_PSK],2026-9-15 0:38:23,11,-66,34.0790787,-117.1948853,363.40,2.50,WIFI
CC:32:E5:D8:57:97,Frontier3552_EXT,[WPA2_PSK],2026-9-15 0:38:46,6,-92,34.0790825,-117.1948776,363.30,2.50,WIFI
52:22:54:36:4A:EB,,[WPA2_PSK],2026-9-15 0:38:50,10,-93,34.0790977,-117.1948776,364.40,2.50,WIFI
50:FD:D5:7F:EC:A3,[dryer]_E30AJT3103212J,[WPA2_PSK],2026-9-15 0:38:53,1,-95,34.0790977,-117.1948776,364.60,2.50,WIFI
C6:FB:B3:AC:E3:4A,,[WPA2_PSK],2026-9-15 0:38:59,5,-91,34.0790901,-117.1948776,364.80,2.50,WIFI
B8:FB:B3:AC:E3:4A,slower,[WPA2_PSK],2026-9-15 0:38:59,5,-91,34.0790901,-117.1948776,364.80,2.50,WIFI
BE:FB:B3:AC:E3:4A,,[WPA2_PSK],2026-9-15 0:38:59,5,-92,34.0790901,-117.1948776,364.80,2.50,WIFI
AC:91:9B:DF:13:3A,Verizon_RS9MDJ,[WPA2_PSK],2026-9-15 0:39:14,6,-91,34.0790825,-117.1948776,365.80,2.50,WIFI
84:70:D7:11:4C:AA,,[OPEN],2026-9-15 0:39:42,6,-89,34.0790825,-117.1948776,367.20,2.50,WIFI
08:B4:B1:97:F4:95,Scabor,[WPA2_PSK],2026-9-15 0:39:47,11,-93,34.0790825,-117.1948776,367.30,2.25,WIFI
84:70:D7:11:4C:A7,NETGEAR90,[WPA2_PSK],2026-9-15 0:39:56,6,-89,34.0790863,-117.1948776,367.30,2.25,WIFI
48:22:54:36:4A:CD,JeFF,[WPA2_PSK],2026-9-15 0:40:0,10,-93,34.0790863,-117.1948776,367.20,2.25,WIFI
84:70:D7:11:4C:A4,,[WPA3_PSK],2026-9-15 0:41:6,6,-87,34.0790825,-117.1948700,366.60,1.75,WIFI
04:17:B6:50:5E:04,,[WPA2_PSK],2026-9-15 0:48:13,1,-97,34.0790863,-117.1948700,366.80,1.50,WIFI
56:13:79:C7:1D:8E,DIRECT-8e-HP M281 LaserJet,[WPA2_PSK],2026-9-15 0:49:35,11,-58,34.0790863,-117.1948776,367.00,1.50,WIFI
2E:58:B9:AC:B2:43,DIRECT-43-HP M139 LaserJet,[WPA2_PSK],2026-9-15 0:53:29,6,-94,34.0790710,-117.1948700,367.60,1.50,WIFI
E4:FA:C4:E8:89:5E,SSID,[WPA2_PSK],2026-9-15 0:56:5,8,-94,34.0790787,-117.1948624,367.00,1.50,WIFI
AE:86:74:C5:D6:E7,,[OPEN],2026-9-15 0:57:14,6,-68,34.0790787,-117.1948700,367.30,1.25,WIFI
EA:FA:C4:E8:89:5E,,[WPA2_PSK],2026-9-15 1:16:54,8,-91,34.0790901,-117.1948700,368.30,1.25,WIFI
F2:FA:C4:E8:89:5E,,[WPA2_PSK],2026-9-15 1:16:54,8,-93,34.0790901,-117.1948700,368.30,1.25,WIFI
